Code,Year,Site,lat,lon,Plot.size..m2.,ele,Aspect,Degree.easting,Degree.northing,Average.slope,avg.SR,Quadrat,Species,Origin,Growth_form,Mean_SLA_mm2.mg.1,Mean_LDMC_mg.g.1,Mean_seed_mass_mg,Max_height_m,Evergreen,Deciduous,Cover
2022_MSt_SW_MSt19,2022,MSt,-37.129005,146.499058,1260,1725,SW,-0.707113275,-0.707100288,13.1505086,467706.5634,MSt19,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MSt_SW_MSt20,2022,MSt,-37.129005,146.499058,1260,1725,SW,-0.707113275,-0.707100288,13.1505086,467706.5634,MSt20,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_W_F1,2022,F,-36.891139,147.140444,561,1793.384521,W,-1,1.10E-05,15.2128919,477288.5262,F1,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_W_F2,2022,F,-36.891139,147.140444,561,1793.384521,W,-1,1.10E-05,15.2128919,477288.5262,F2,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_W_F3,2022,F,-36.891139,147.140444,561,1793.384521,W,-1,1.10E-05,15.2128919,477288.5262,F3,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_W_F4,2022,F,-36.891139,147.140444,561,1793.384521,W,-1,1.10E-05,15.2128919,477288.5262,F4,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_W_F5,2022,F,-36.891139,147.140444,561,1793.384521,W,-1,1.10E-05,15.2128919,477288.5262,F5,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_N_F6,2022,F,-36.891139,147.140444,561,1793.384521,N,0,1,15.69513405,481230.2503,F6,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_N_F7,2022,F,-36.891139,147.140444,561,1793.384521,N,0,1,15.69513405,481230.2503,F7,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_N_F8,2022,F,-36.891139,147.140444,561,1793.384521,N,0,1,15.69513405,481230.2503,F8,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_N_F9,2022,F,-36.891139,147.140444,561,1793.384521,N,0,1,15.69513405,481230.2503,F9,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_N_F10,2022,F,-36.891139,147.140444,561,1793.384521,N,0,1,15.69513405,481230.2503,F10,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_E_F11,2022,F,-36.891139,147.140444,561,1793.384521,E,1,-3.67E-06,18.50392435,414123.1329,F11,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_E_F12,2022,F,-36.891139,147.140444,561,1793.384521,E,1,-3.67E-06,18.50392435,414123.1329,F12,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_E_F13,2022,F,-36.891139,147.140444,561,1793.384521,E,1,-3.67E-06,18.50392435,414123.1329,F13,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_E_F14,2022,F,-36.891139,147.140444,561,1793.384521,E,1,-3.67E-06,18.50392435,414123.1329,F14,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_E_F15,2022,F,-36.891139,147.140444,561,1793.384521,E,1,-3.67E-06,18.50392435,414123.1329,F15,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_S_F16,2022,F,-36.891139,147.140444,561,1793.384521,S,-7.35E-06,-1,18.0216822,423994.0935,F16,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_S_F17,2022,F,-36.891139,147.140444,561,1793.384521,S,-7.35E-06,-1,18.0216822,423994.0935,F17,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_S_F18,2022,F,-36.891139,147.140444,561,1793.384521,S,-7.35E-06,-1,18.0216822,423994.0935,F18,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_S_F19,2022,F,-36.891139,147.140444,561,1793.384521,S,-7.35E-06,-1,18.0216822,423994.0935,F19,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_F_S_F20,2022,F,-36.891139,147.140444,561,1793.384521,S,-7.35E-06,-1,18.0216822,423994.0935,F20,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_NW_LSK1,2022,LSK,-36.82634,147.2815,1444,1797,NW,-0.70709769,0.707115872,12.15794473,471437.0468,LSK1,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_NW_LSK2,2022,LSK,-36.82634,147.2815,1444,1797,NW,-0.70709769,0.707115872,12.15794473,471437.0468,LSK2,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_NW_LSK3,2022,LSK,-36.82634,147.2815,1444,1797,NW,-0.70709769,0.707115872,12.15794473,471437.0468,LSK3,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_NW_LSK4,2022,LSK,-36.82634,147.2815,1444,1797,NW,-0.70709769,0.707115872,12.15794473,471437.0468,LSK4,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_NW_LSK5,2022,LSK,-36.82634,147.2815,1444,1797,NW,-0.70709769,0.707115872,12.15794473,471437.0468,LSK5,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_SW_LSK6,2022,LSK,-36.82634,147.2815,1444,1797,SW,-0.707113275,-0.707100288,9.254285043,459126.283,LSK6,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_SW_LSK7,2022,LSK,-36.82634,147.2815,1444,1797,SW,-0.707113275,-0.707100288,9.254285043,459126.283,LSK7,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_SW_LSK8,2022,LSK,-36.82634,147.2815,1444,1797,SW,-0.707113275,-0.707100288,9.254285043,459126.283,LSK8,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_SW_LSK9,2022,LSK,-36.82634,147.2815,1444,1797,SW,-0.707113275,-0.707100288,9.254285043,459126.283,LSK9,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_SW_LSK10,2022,LSK,-36.82634,147.2815,1444,1797,SW,-0.707113275,-0.707100288,9.254285043,459126.283,LSK10,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_SE_LSK11,2022,LSK,-36.82634,147.2815,1444,1797,SE,0.707102885,-0.707110677,9.97689961,452934.7812,LSK11,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_SE_LSK12,2022,LSK,-36.82634,147.2815,1444,1797,SE,0.707102885,-0.707110677,9.97689961,452934.7812,LSK12,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_SE_LSK13,2022,LSK,-36.82634,147.2815,1444,1797,SE,0.707102885,-0.707110677,9.97689961,452934.7812,LSK13,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_SE_LSK14,2022,LSK,-36.82634,147.2815,1444,1797,SE,0.707102885,-0.707110677,9.97689961,452934.7812,LSK14,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_SE_LSK15,2022,LSK,-36.82634,147.2815,1444,1797,SE,0.707102885,-0.707110677,9.97689961,452934.7812,LSK15,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_NE_KSK16,2022,LSK,-36.82634,147.2815,1444,1797,NE,0.70710808,0.707105483,12.88055929,464724.9099,KSK16,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_NE_LSK17,2022,LSK,-36.82634,147.2815,1444,1797,NE,0.70710808,0.707105483,12.88055929,464724.9099,LSK17,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_NE_LSK18,2022,LSK,-36.82634,147.2815,1444,1797,NE,0.70710808,0.707105483,12.88055929,464724.9099,LSK18,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_NE_LSK19,2022,LSK,-36.82634,147.2815,1444,1797,NE,0.70710808,0.707105483,12.88055929,464724.9099,LSK19,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_LSK_NE_LSK20,2022,LSK,-36.82634,147.2815,1444,1797,NE,0.70710808,0.707105483,12.88055929,464724.9099,LSK20,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_NW_MF1,2022,MF,-36.82947,147.3193,5000,1811,NW,-0.70709769,0.707115872,5.710593137,470905.2002,MF1,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_NW_MF2,2022,MF,-36.82947,147.3193,5000,1811,NW,-0.70709769,0.707115872,5.710593137,470905.2002,MF2,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_NW_MF3,2022,MF,-36.82947,147.3193,5000,1811,NW,-0.70709769,0.707115872,5.710593137,470905.2002,MF3,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_NW_MF4,2022,MF,-36.82947,147.3193,5000,1811,NW,-0.70709769,0.707115872,5.710593137,470905.2002,MF4,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_NW_MF5,2022,MF,-36.82947,147.3193,5000,1811,NW,-0.70709769,0.707115872,5.710593137,470905.2002,MF5,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_SW_MF6,2022,MF,-36.82947,147.3193,5000,1811,SW,-0.707113275,-0.707100288,5.710593137,460157.0075,MF6,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_SW_MF7,2022,MF,-36.82947,147.3193,5000,1811,SW,-0.707113275,-0.707100288,5.710593137,460157.0075,MF7,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_SW_MF8,2022,MF,-36.82947,147.3193,5000,1811,SW,-0.707113275,-0.707100288,5.710593137,460157.0075,MF8,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_SW_MF9,2022,MF,-36.82947,147.3193,5000,1811,SW,-0.707113275,-0.707100288,5.710593137,460157.0075,MF9,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_SW_MF10,2022,MF,-36.82947,147.3193,5000,1811,SW,-0.707113275,-0.707100288,5.710593137,460157.0075,MF10,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_SE_MF11,2022,MF,-36.82947,147.3193,5000,1811,SE,0.707102885,-0.707110677,5.710593137,455644.0518,MF11,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_SE_MF12,2022,MF,-36.82947,147.3193,5000,1811,SE,0.707102885,-0.707110677,5.710593137,455644.0518,MF12,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_SE_MF13,2022,MF,-36.82947,147.3193,5000,1811,SE,0.707102885,-0.707110677,5.710593137,455644.0518,MF13,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_SE_MF14,2022,MF,-36.82947,147.3193,5000,1811,SE,0.707102885,-0.707110677,5.710593137,455644.0518,MF14,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_SE_MF15,2022,MF,-36.82947,147.3193,5000,1811,SE,0.707102885,-0.707110677,5.710593137,455644.0518,MF15,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_NE_MF16,2022,MF,-36.82947,147.3193,5000,1811,NE,0.70710808,0.707105483,5.710593137,465771.5827,MF16,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_NE_MF17,2022,MF,-36.82947,147.3193,5000,1811,NE,0.70710808,0.707105483,5.710593137,465771.5827,MF17,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_NE_MF18,2022,MF,-36.82947,147.3193,5000,1811,NE,0.70710808,0.707105483,5.710593137,465771.5827,MF18,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_NE_MF19,2022,MF,-36.82947,147.3193,5000,1811,NE,0.70710808,0.707105483,5.710593137,465771.5827,MF19,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MF_NE_MF20,2022,MF,-36.82947,147.3193,5000,1811,NE,0.70710808,0.707105483,5.710593137,465771.5827,MF20,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_N_MH1,2022,MH,-37.17422999,146.647766,1938,1741.986938,N,0,1,14.66023794,483625.0532,MH1,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_N_MH2,2022,MH,-37.17422999,146.647766,1938,1741.986938,N,0,1,14.66023794,483625.0532,MH2,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_N_MH3,2022,MH,-37.17422999,146.647766,1938,1741.986938,N,0,1,14.66023794,483625.0532,MH3,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_N_MH4,2022,MH,-37.17422999,146.647766,1938,1741.986938,N,0,1,14.66023794,483625.0532,MH4,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_N_MH5,2022,MH,-37.17422999,146.647766,1938,1741.986938,N,0,1,14.66023794,483625.0532,MH5,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_E_MH6,2022,MH,-37.17422999,146.647766,1938,1741.986938,E,1,-3.67E-06,9.396344879,467283.8697,MH6,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_E_MH7,2022,MH,-37.17422999,146.647766,1938,1741.986938,E,1,-3.67E-06,9.396344879,467283.8697,MH7,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_E_MH8,2022,MH,-37.17422999,146.647766,1938,1741.986938,E,1,-3.67E-06,9.396344879,467283.8697,MH8,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_E_MH9,2022,MH,-37.17422999,146.647766,1938,1741.986938,E,1,-3.67E-06,9.396344879,467283.8697,MH9,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_E_MH10,2022,MH,-37.17422999,146.647766,1938,1741.986938,E,1,-3.67E-06,9.396344879,467283.8697,MH10,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_S_M11,2022,MH,-37.17422999,146.647766,1938,1741.986938,S,-7.35E-06,-1,6.80887792,465077.389,M11,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_S_MH12,2022,MH,-37.17422999,146.647766,1938,1741.986938,S,-7.35E-06,-1,6.80887792,465077.389,MH12,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_S_MH13,2022,MH,-37.17422999,146.647766,1938,1741.986938,S,-7.35E-06,-1,6.80887792,465077.389,MH13,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_S_MH14,2022,MH,-37.17422999,146.647766,1938,1741.986938,S,-7.35E-06,-1,6.80887792,465077.389,MH14,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_S_MH15,2022,MH,-37.17422999,146.647766,1938,1741.986938,S,-7.35E-06,-1,6.80887792,465077.389,MH15,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_W_MH16,2022,MH,-37.17422999,146.647766,1938,1741.986938,W,-1,1.10E-05,12.07277098,480292.061,MH16,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_W_MH17,2022,MH,-37.17422999,146.647766,1938,1741.986938,W,-1,1.10E-05,12.07277098,480292.061,MH17,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_W_MH18,2022,MH,-37.17422999,146.647766,1938,1741.986938,W,-1,1.10E-05,12.07277098,480292.061,MH18,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_W_MH19,2022,MH,-37.17422999,146.647766,1938,1741.986938,W,-1,1.10E-05,12.07277098,480292.061,MH19,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MH_W_MH20,2022,MH,-37.17422999,146.647766,1938,1741.986938,W,-1,1.10E-05,12.07277098,480292.061,MH20,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_NW_MHW1,2022,MHW,-37.17599,146.6418,954,1689,NW,-0.70709769,0.707115872,15.69513405,484706.1286,MHW1,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_NW_MHW2,2022,MHW,-37.17599,146.6418,954,1689,NW,-0.70709769,0.707115872,15.69513405,484706.1286,MHW2,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_NW_MHW3,2022,MHW,-37.17599,146.6418,954,1689,NW,-0.70709769,0.707115872,15.69513405,484706.1286,MHW3,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_NW_MHW4,2022,MHW,-37.17599,146.6418,954,1689,NW,-0.70709769,0.707115872,15.69513405,484706.1286,MHW4,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_NW_MHW5,2022,MHW,-37.17599,146.6418,954,1689,NW,-0.70709769,0.707115872,15.69513405,484706.1286,MHW5,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_SW_MHW6,2022,MHW,-37.17599,146.6418,954,1689,SW,-0.707113275,-0.707100288,13.42025477,449588.5707,MHW6,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_SW_MHW7,2022,MHW,-37.17599,146.6418,954,1689,SW,-0.707113275,-0.707100288,13.42025477,449588.5707,MHW7,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_SW_MHW8,2022,MHW,-37.17599,146.6418,954,1689,SW,-0.707113275,-0.707100288,13.42025477,449588.5707,MHW8,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_SW_MHW9,2022,MHW,-37.17599,146.6418,954,1689,SW,-0.707113275,-0.707100288,13.42025477,449588.5707,MHW9,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_SW_MHW10,2022,MHW,-37.17599,146.6418,954,1689,SW,-0.707113275,-0.707100288,13.42025477,449588.5707,MHW10,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_SE_MHW11,2022,MHW,-37.17599,146.6418,954,1689,SE,0.707102885,-0.707110677,10.98330656,447474.8946,MHW11,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_SE_MHW12,2022,MHW,-37.17599,146.6418,954,1689,SE,0.707102885,-0.707110677,10.98330656,447474.8946,MHW12,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_SE_MHW13,2022,MHW,-37.17599,146.6418,954,1689,SE,0.707102885,-0.707110677,10.98330656,447474.8946,MHW13,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_SE_MHW14,2022,MHW,-37.17599,146.6418,954,1689,SE,0.707102885,-0.707110677,10.98330656,447474.8946,MHW14,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_SE_MHW15,2022,MHW,-37.17599,146.6418,954,1689,SE,0.707102885,-0.707110677,10.98330656,447474.8946,MHW15,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_NE_MHW16,2022,MHW,-37.17599,146.6418,954,1689,NE,0.70710808,0.707105483,13.25818584,472548.8974,MHW16,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_NE_MHW17,2022,MHW,-37.17599,146.6418,954,1689,NE,0.70710808,0.707105483,13.25818584,472548.8974,MHW17,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_NE_MHW18,2022,MHW,-37.17599,146.6418,954,1689,NE,0.70710808,0.707105483,13.25818584,472548.8974,MHW18,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_NE_MHW19,2022,MHW,-37.17599,146.6418,954,1689,NE,0.70710808,0.707105483,13.25818584,472548.8974,MHW19,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_MHW_NE_MHW20,2022,MHW,-37.17599,146.6418,954,1689,NE,0.70710808,0.707105483,13.25818584,472548.8974,MHW20,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_NE_TT1,2022,TT,-37.02748,147.0278,2254,1574,NE,0.70710808,0.707105483,10.76130005,477951.0485,TT1,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_NE_TT2,2022,TT,-37.02748,147.0278,2254,1574,NE,0.70710808,0.707105483,10.76130005,477951.0485,TT2,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_NE_TT3,2022,TT,-37.02748,147.0278,2254,1574,NE,0.70710808,0.707105483,10.76130005,477951.0485,TT3,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_NE_TT4,2022,TT,-37.02748,147.0278,2254,1574,NE,0.70710808,0.707105483,10.76130005,477951.0485,TT4,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_NE_TT5,2022,TT,-37.02748,147.0278,2254,1574,NE,0.70710808,0.707105483,10.76130005,477951.0485,TT5,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_NW_TT6,2022,TT,-37.02748,147.0278,2254,1574,NW,-0.70709769,0.707115872,11.67156222,480622.9955,TT6,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_NW_TT7,2022,TT,-37.02748,147.0278,2254,1574,NW,-0.70709769,0.707115872,11.67156222,480622.9955,TT7,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_NW_TT8,2022,TT,-37.02748,147.0278,2254,1574,NW,-0.70709769,0.707115872,11.67156222,480622.9955,TT8,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_NW_TT9,2022,TT,-37.02748,147.0278,2254,1574,NW,-0.70709769,0.707115872,11.67156222,480622.9955,TT9,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_NW_TT10,2022,TT,-37.02748,147.0278,2254,1574,NW,-0.70709769,0.707115872,11.67156222,480622.9955,TT10,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_SW_TT11,2022,TT,-37.02748,147.0278,2254,1574,SW,-0.707113275,-0.707100288,7.830609913,449226.003,TT11,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_SW_TT12,2022,TT,-37.02748,147.0278,2254,1574,SW,-0.707113275,-0.707100288,7.830609913,449226.003,TT12,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_SW_TT13,2022,TT,-37.02748,147.0278,2254,1574,SW,-0.707113275,-0.707100288,7.830609913,449226.003,TT13,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_SW_TT14,2022,TT,-37.02748,147.0278,2254,1574,SW,-0.707113275,-0.707100288,7.830609913,449226.003,TT14,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_SW_TT15,2022,TT,-37.02748,147.0278,2254,1574,SW,-0.707113275,-0.707100288,7.830609913,449226.003,TT15,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_SE_TT16,2022,TT,-37.02748,147.0278,2254,1574,SE,0.707102885,-0.707110677,6.920347746,453036.6715,TT16,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
2022_TT_SE_TT17,2022,TT,-37.02748,147.0278,2254,1574,SE,0.707102885,-0.707110677,6.920347746,453036.6715,TT17,Pentachondra.pumila,Endemic,Shrub,8.970238095,646.1538462,1.218657143,0.1,1,0,0
